image,Unnamed: 1
data/processed/processed_237.png,دوران پہنچنے والے نقصانات ان کی حالت اور حیثیت پر بری طرح اثر ڈالتے تھے بلے ان میں سے بہت سی کمپنیوں کی ناکامی کی بنیادی وجہ مال بھاڑے کی چھین جھپٹ میں ایک دوسرے کو ختم کر دینے والا آپسی مقابلہ ہی تھا۔ ظاہر ہے اس کا نتیجہ یہی ہو سکتا تھا کہ صرف مضبوط ترین کمپنیاں باقی رہیں۔ چنانچہ انڈیا جنرل نے جلد ہی تقریباً تمام کمپنیوں کو اپنے اندر ضم کر لیا، یا جیسے جیسے یہ کمزور ہوتی گئیں اس نے ان کی کشتیوں اور اسٹیمروں کو خرید لیا۔ 'دی برٹش انڈیا' جو بین الاقوامی سمندروں میں جہاز رانی کرتی تھی، اس نے ساحلی علاقوں میں جہاز رانی کے سلسلے میں بہت اہم حصہ لیا۔ صدی کے تقریباً درمیان میں ایک معمولی سی ابتدا سے 1881ء تک یہ ایک زبردست کمپنی ہو چکی تھی۔ اور جیسا کہ فرینڈ آف انڈیا نے اظہار کیا تھا یہ کمپنی ملکی جہاز رانی اور اس سے ملحق صنعت کے ایک بڑے حلقے کو...؟ مکمل طور پر کھینچ لینے.
data/processed/processed_238.png,ہندوستان کی سب سے بڑی ریاست حیدرآباد کا رقبہ ۸۲ ہزار مربع میل یا دو کروڑ ایکڑ سے زیادہ ہے
data/processed/processed_239.png,ایک جان دو قالب ہو کر انگریزی شہنشاہیت کا تختہ الٹنے ہی کو تھے کہ حیدرآباد میں
data/processed/processed_240.png,آپ حکیم الامت کیسے بنے؟ علامہ نے بلا توقف فرمایا کہ گن کر ایک کروڑ مرتبہ درود شریف کا ورد کیا ہے۔ آپ بھی اس نسخہ پر عمل کر کے حکیم الامت بن سکتے ہیں
data/processed/processed_241.png,۱۹۳۷ء میں گرمیوں کے دن تھے۔ مرحوم ڈاکٹر عبد الحمید ملک (کنگ
data/processed/processed_242.png,برداشت اور صبر کی حد
data/processed/processed_243.png,محبت کی دوپہر
data/processed/processed_244.png,مطالعے سے آپ کو یہ فیصلہ کرنے میں مشکل پیش نہیں آئے گی کہ ان عقائد و عادات
data/processed/processed_245.png,مگر کھائے پیے بغیر چار ٹانگوں کو کیسے کھڑا رکھتا؟ سارے شہر میں اسے ایک نظر دیکھنے کی بھی
data/processed/processed_246.png,آج شام کو بھی عین اسی وقت بہت سے لوگ کھودو بابا کے چپوترے پر جمع ہو گئے۔
data/processed/processed_247.png,"""پھر؟"" ""پھر وہی ہوا جو بہت پہلے ہو جانا چاہیے تھا۔ ایک دن واہوں۔"" ""مگر اب تو کھودو کا کوئی نام نہ تھا"""
data/processed/processed_248.png,ایسی ہی ایک کہانی تھی۔ پھر ایک اور کہانی میں ایک لڑکی اپنے سر کی جوں کو مار کر دریا میں ڈال دیتی ہے تو دریا کا سارا پانی لال ہو جاتا ہے۔ ایک بیل آکر دریا سے پوچھتا ہے کہ تیرا پانی لال کیسے ہو گیا؟ وہ کہتا ہے 'چوپٹ'۔ دریا کا پانی لال، بیل کے سینگ سڑ۔ اب بیل کے سینگ سڑ جاتے ہیں۔ ایک برگد کا پیڑ اس بیل سے پوچھتا ہے۔ بیل بیل تیرے سینگ کیسے سڑ گئے۔ بیل جواب دیتا ہے۔ چوپٹ۔ دریا کا پانی لال، بیل کے سینگ سڑ، برگد کے پتے جھڑ اور برگد کے
data/processed/processed_249.png,نے بنی کہ طرفہ بلبلم من - کزیں اعجوبہ ہر تعلّم من بر میدان نمودم ترکتازی - خواندم نامہ ترکی و تازی گے از لوح رازی خواندہ ام حرف - گے از حرف تازی بستہ ام طرف
data/processed/processed_250.png,شبلی نعمانی کے متعلق کچھ حقائق
data/processed/processed_251.png,شبلی نعمانی کی ارکانِ اسلام کی بجا آوری میں بے پروائی
data/processed/processed_252.png,حبِ دنیا اور طولِ امل
data/processed/processed_253.png,مال اور طولِ عمر کی حرص حضرت انس رضی اللہ عنہ نے فرمایا نبی کریم صلی اللہ علیہ وسلم
data/processed/processed_254.png,"ولادت: ابنِ حاجب مصر کے ایک گاؤں ""فنا"" میں ۵۷۰ھ/۱۱۷۵ء کے آخری دنوں میں پیدا ہوئے۔"
data/processed/processed_255.png,تدریس: ابنِ حاجب نے تدریس کا شغل اختیار کیا چنانچہ قاہرہ سے دمشق گئے۔ جہاں جامع اموی کے زاویہ مالکی میں تعلیم دینے پر مامور ہو گئے۔ جہاں ایک عرصہ تک فقہ مالکی کی تعلیم دیتے رہے
data/processed/processed_256.png,وفات:- دمشق سے قاہرہ واپس چلے گئے اور قاہرہ سے سکندریہ کی راہ لی جہاں ۲۶ شوال ۶۴۶ھ/۱۱ فروری ۱۲۴۹ء میں وفات پائی
data/processed/processed_257.png,تعلیم:- قرآن مجید اور اس سے متعلق علوم کی تحصیل کرنے کے بعد قاہرہ گئے جہاں فقہ مالکی کی تحصیل کی۔ اُن کے استادوں میں امام شاطبی (م ۵۹۰ھ) اور ماہرِ قانون ابو منصور انباری شامل ہیں۔
data/processed/processed_258.png,"ضمیمہ انجام آتھم میں لکھتے ہیں:۔ ""شیخ محمد حسین بٹالوی اور دوسرے نامی مخالف مجھ سے مباہلہ کر لیں، پس اگر مباہلہ کے بعد میری بددعا کے اثر سے ایک بھی خالی رہا تو میں اقرار کروں گا کہ میں جھوٹا ہوں۔"
data/processed/processed_259.png,رضیہ آپا کی کہانی ہے جس میں ایک نہایت غریب عورت، جس کے پاس اوڑھنے کے لیے کچھ نہیں ہے وہ ٹھٹھرتی رات کی سردی سے بچنے کے لیے اپنے ننھے ننھے چار پانچ بچوں کو اپنے جسم کے ساتھ چمٹا کر سردی کم کرنے کی کوشش کر رہی ہے۔ کوئی بچہ ٹانگوں سے لپٹا ہے تو کوئی چھاتی سے اور کوئی کولہے سے لگا سو رہا ہے۔ رات کو جب عورت کی کمر کو ٹھنڈ لگنے لگی تو وہ بڑبڑاتی ہے یا اللہ
data/processed/processed_260.png,ثابت ہوا کہ مرزا صاحب خدا تعالیٰ کی نظر میں مفتر و کذاب تھے، اور ان کا مسیح موعود
data/processed/processed_261.png,خطرناک روشنی
data/processed/processed_262.png,راولپنڈی چھاؤنی کے سرے پر کیپٹن ندیم احمد کا خوبصورت بنگلا تھا۔ کیپٹن ندیم کی عمر پچیس سال تھی
data/processed/processed_263.png,اتنے میں وہ تینوں ہال میں داخل ہوئے ۔ مہمانوں نے تالیاں بجائیں جن کا جواب تینوں نے یوں ہاتھ ہلا ہلا کر
data/processed/processed_264.png,"""اب میں اپنے گھونسلے تک کیسے جاؤں؟"
data/processed/processed_265.png,دَرَخْت - بُلْبُل - اُداس - جُگْنُو - رَوشْنِی
data/processed/processed_266.png,محب ایک دفعہ ایک عورت کا بچہ گم ہو گیا۔ وہ اسے قافلے میں ڈھونڈتی پھر رہی تھی۔ وہ ایک ایک
data/processed/processed_267.png,ترکی بہ ترکی
data/processed/processed_268.png,شیخ ابو بکر الباقلانی سے ایک عیسائی راہب نے سوال کیا کہ تم مسلمانوں کے اندر نسل پرستی ہے!
data/processed/processed_269.png,"""امی میں کچھ روز کے لیے آپ کے پاس آنا چاہتی ہوں۔"" ""ہاں بیٹا ضرور۔ میں اور تمہارے ابا خود تمہیں لینے آجائیں گے۔"" ""اچھا امی! کل ہی صبح آجائیے گا۔ میں جلد اس جہنم"
data/processed/processed_270.png,تب اس نے ایک لوہے کا ستون آگ میں گرم کر کے اس سے کہا کہ اگر تیرا معبود سچا ہے، تو اس کے پکڑنے سے نہ جلے گا۔ پرہلاد پکڑنے لگا۔ دل میں شک ہوا کہ جلنے سے بچوں گا یا نہیں۔ نارائن نے اس ستون پر چھوٹی چھوٹی
data/processed/processed_271.png,"فضل جاوید فضل جاوید نے اگرچہ بہت کم لکھا ہے لیکن اتنا ضرور لکھا ہے کہ ہم انھیں بہ حیثیت افسانہ نگار فراموش نہیں کر سکتے۔ ان کے افسانوں میں طنز و مزاح کا لطیف عنصر پایا جاتا ہے جو ہمیں احمد جمال پاشا سے قریب کر دیتا ہے۔ جذبات کا ہیجان متوازن صورت میں ان کی تخلیقات کا جزو بنتا ہے۔ تامل ناڈو کے دوسرے افسانوی مجموعے ""روشنی کے بھنور"" میں فضل جاوید کی تخلیقات بھی جگہ پا چکی ہیں اور ان کی تخلیقی صلاحیت کو تامل ناڈو کے منجھے ہوئے فن کاروں نے بھی سراہا ہے۔"
data/processed/processed_272.png,حسن فیاض حسن فیاض اس نسل سے تعلق رکھتے ہیں جس پر بہ ہر اعتبار جدیدیت کا اطلاق ہوتا ہے ابتدا ہی سے ان کا رجحان جدیدیت کی طرف رہا ہے انھوں نے نظموں اور افسانوں میں علائم کو خوش اسلوبی کے ساتھ پیش کیا ہے۔ خوشی کی بات یہ ہے کہ انھوں نے اپنی تخلیقات کو معمہ نہیں بنایا ابلاغ کے سلسلے میں ان کی کوشش ہمیشہ راست باز رہی ہے ان کی تخلیقات کے کردار ہمارے ہی اپنے سماج کے چلتے پھرتے، سانس لیتے، مہکتے مسکراتے اور سسکتے ہوئے
data/processed/processed_273.png,گوہرِ پاکِ تو از مدحتِ ما مستغنی ست دستِ مشاطہ چہ با حسنِ خدا داد ککیا آپ ان میں سے کسی مخصوص عبارت کا ترجمہ یا مزید تفصیل جاننا چاہتے ہی
